created_at,entry_id,0.3um/dl,0.5um/dl,1.0um/dl,2.5um/dl,5.0um/dl,10.0um/dl,PM1.0_CF_1_ug/m3,PM10_CF_1_ug/m3
2018-11-01 00:00:31 UTC,69625,555.47,155.76,17.8,2.51,1.04,0.4,1.04,0.4
2018-11-01 00:01:51 UTC,69626,616.8,174.98,18.96,0.38,0.33,0.33,0.33,0.33
2018-11-01 00:03:11 UTC,69627,554.4,158.67,18.76,2.69,0.42,0.27,0.42,0.27
2018-11-01 00:04:31 UTC,69628,543.32,149.47,12.26,1.34,0.74,0.27,0.74,0.27
2018-11-01 00:05:51 UTC,69629,537.33,154.22,14.27,1.22,0.89,0.53,0.89,0.53
2018-11-01 00:07:11 UTC,69630,501.87,135.31,15.96,1.87,0.67,0.27,0.67,0.27
2018-11-01 00:08:31 UTC,69631,489.07,135.37,22.59,2,1.04,0.27,1.04,0.27
2018-11-01 00:09:51 UTC,69632,525.75,143.25,16.82,2.23,0.82,0.41,0.82,0.41
2018-11-01 00:11:11 UTC,69633,499.17,130.91,16.11,2.37,1.65,0.61,1.65,0.61
2018-11-01 00:12:31 UTC,69634,534.85,149.48,15.33,1.98,0.91,0.61,0.91,0.61
2018-11-01 00:13:51 UTC,69635,576.07,159.2,22.34,1.09,0.91,0.61,0.91,0.61
2018-11-01 00:15:11 UTC,69636,505.85,136.51,18.26,2.89,0.53,0.26,0.53,0.26
2018-11-01 00:16:31 UTC,69637,549.8,149.49,16.36,2.11,0.53,0.26,0.53,0.26
2018-11-01 00:17:51 UTC,69638,536.4,150.22,26.24,2.07,1.6,0.47,1.6,0.47
2018-11-01 00:19:11 UTC,69639,517.83,146.17,15.8,2.54,0.83,0.24,0.83,0.24
2018-11-01 00:20:31 UTC,69640,587.4,167.96,16.87,1.13,0.4,0.4,0.4,0.4
2018-11-01 00:21:51 UTC,69641,569.49,164.26,20.72,3.62,1,0.62,1,0.62
2018-11-01 00:23:11 UTC,69642,564,152.89,18.29,2.02,0.82,0.27,0.82,0.27
2018-11-01 00:24:31 UTC,69643,595.13,162.6,23.87,4.51,2.62,2.38,2.62,2.38
2018-11-01 00:25:51 UTC,69644,509.68,139.43,14.85,2.51,0.23,0.15,0.23,0.15
2018-11-01 00:27:11 UTC,69645,583.4,163.8,16.53,1.64,0.51,0.15,0.51,0.15
2018-11-01 00:28:31 UTC,69646,597.37,165.94,22.04,4,1.33,0.56,1.33,0.56
2018-11-01 00:29:51 UTC,69647,574.2,160.22,23.44,1.93,0.47,0.56,0.47,0.56
2018-11-01 00:31:11 UTC,69648,574.07,165.42,17.82,1.22,0.62,0.56,0.62,0.56
2018-11-01 00:32:31 UTC,69649,582.39,163.48,17.65,1.24,0.72,0.24,0.72,0.24
2018-11-01 00:33:51 UTC,69650,602.4,176.93,18.69,1.91,0.24,0.24,0.24,0.24
2018-11-01 00:35:11 UTC,69651,612.32,174.4,19.17,2.43,0.64,0.32,0.64,0.32
2018-11-01 00:36:31 UTC,69652,982,281.91,44.56,1.62,0.6,0.32,0.6,0.32
2018-11-01 00:37:51 UTC,69653,917.67,251.58,36.98,3.98,1.13,1.13,1.13,1.13
2018-11-01 00:39:11 UTC,69654,813.39,226.78,33.83,4.59,2.54,0.41,2.54,0.41
2018-11-01 00:40:31 UTC,69655,841.07,244.62,33.22,2,0.4,0.4,0.4,0.4
2018-11-01 00:41:51 UTC,69656,735.64,220.4,35.62,2.3,0.17,0.4,0.17,0.4
2018-11-01 00:43:11 UTC,69657,815.07,237.4,27.38,3,0.87,0.27,0.87,0.27
2018-11-01 00:44:31 UTC,69658,775.4,221.58,29.09,2.91,0.31,0.13,0.31,0.13
2018-11-01 00:45:51 UTC,69659,795.26,225.5,34.85,3.41,0.63,0.24,0.63,0.24
2018-11-01 00:47:11 UTC,69660,747.2,221.61,27.68,1.57,0.61,0.36,0.61,0.36
2018-11-01 00:48:31 UTC,69661,795,222.89,32.14,1.86,0.25,0.36,0.25,0.36
2018-11-01 00:49:51 UTC,69662,701.23,204.4,33.45,2.11,0.02,0.36,0.02,0.36
2018-11-01 00:51:11 UTC,69663,763.16,219.89,39.45,5.23,1.98,0.48,1.98,0.48
2018-11-01 00:52:31 UTC,69664,684.96,192.68,26.3,2.13,1.32,0.17,1.32,0.17
2018-11-01 00:53:51 UTC,69665,717.73,199.67,27.87,2.31,0.24,0.24,0.24,0.24
2018-11-01 00:55:11 UTC,69666,768.33,213.53,31.73,1.73,0.53,0.53,0.53,0.53
2018-11-01 00:56:31 UTC,69667,679.66,190.64,31.53,1.94,0.13,0.13,0.13,0.13
2018-11-01 00:57:51 UTC,69668,736.36,204.77,27.07,1.55,1.3,0.5,1.3,0.5
2018-11-01 00:59:11 UTC,69669,773.3,221.51,34.66,2.36,0.64,0.5,0.64,0.5
2018-11-01 01:00:31 UTC,69670,760.13,210.4,38.02,6.16,2.73,0.5,2.73,0.5
2018-11-01 01:01:51 UTC,69671,697.4,195.38,28.73,1.69,0.24,0.5,0.24,0.5
2018-11-01 01:03:11 UTC,69672,785.67,219.37,24.89,3.04,1.15,0.65,1.15,0.65
2018-11-01 01:04:31 UTC,69673,813.33,224.11,30.2,5.87,1.44,1.18,1.44,1.18
2018-11-01 01:05:51 UTC,69674,678.57,199.36,26.6,1.53,0.98,1.18,0.98,1.18
2018-11-01 01:07:11 UTC,69675,797.52,232.05,36.05,3.57,0.91,0.7,0.91,0.7
2018-11-01 01:08:31 UTC,69676,686.87,195.52,30.11,3.28,2.76,0.83,2.76,0.83
2018-11-01 01:09:51 UTC,69677,755.09,219.85,27.15,1.54,0.98,0.83,0.98,0.83
2018-11-01 01:11:11 UTC,69678,829.2,227.31,33.56,4.09,0.96,0.29,0.96,0.29
2018-11-01 01:12:31 UTC,69679,869.81,243.98,38.62,4.32,1.62,0.96,1.62,0.96
2018-11-01 01:13:51 UTC,69680,765.93,212.89,30.6,3.31,1.18,0.62,1.18,0.62
2018-11-01 01:15:11 UTC,69681,856.38,241.33,35.19,3.85,2.31,0.94,2.31,0.94
2018-11-01 01:16:31 UTC,69682,833.67,231,35.49,3.58,1.38,1.38,1.38,1.38
2018-11-01 01:17:51 UTC,69683,958.04,265.93,44.72,6.11,0.74,0.74,0.74,0.74
2018-11-01 01:19:11 UTC,69684,1033.57,288.67,40.39,5.04,0.83,0.24,0.83,0.24
2018-11-01 01:20:31 UTC,69685,983.27,280.36,43.87,3.96,0.93,0.42,0.93,0.42
2018-11-01 01:21:51 UTC,69686,920.94,263.11,37.55,3.45,1.26,0.26,1.26,0.26
2018-11-01 01:23:11 UTC,69687,951.8,269.09,46.87,4.49,2.38,1,2.38,1
2018-11-01 01:24:31 UTC,69688,910.31,252.85,33.54,4.17,1.52,0.58,1.52,0.58
2018-11-01 01:25:51 UTC,69689,963,269.45,46.89,5.3,1.23,0.5,1.23,0.5
2018-11-01 01:27:11 UTC,69690,1043.66,299.61,47.39,1.93,0.66,0.32,0.66,0.32
2018-11-01 01:28:31 UTC,69691,1027.15,283.64,40.87,2.68,1.15,0.34,1.15,0.34
2018-11-01 01:29:51 UTC,69692,1048.67,296.09,50.47,8.16,3.31,0.64,3.31,0.64
2018-11-01 01:31:11 UTC,69693,1005.61,287.39,46.34,7.18,3.93,1.52,3.93,1.52
2018-11-01 01:32:31 UTC,69694,815.02,223.93,41.74,3.57,0.54,1.52,0.54,1.52
2018-11-01 01:33:51 UTC,69695,818.13,220.71,36.84,4.36,1.67,1.52,1.67,1.52
2018-11-01 01:35:11 UTC,69696,831.39,234.15,33.57,3.02,1.43,0.37,1.43,0.37
2018-11-01 01:36:31 UTC,69697,857.09,236.4,35.26,3.07,0.86,0.37,0.86,0.37
2018-11-01 01:37:51 UTC,69698,783.7,214.62,30.96,3.89,1.4,0.26,1.4,0.26
2018-11-01 01:39:12 UTC,69699,842.59,238.2,36.93,2.61,0.66,0.26,0.66,0.26
2018-11-01 01:40:31 UTC,69700,865.28,240.34,36.3,2.72,0.4,0.26,0.4,0.26
2018-11-01 01:41:51 UTC,69701,842.2,238.87,38.02,1.98,0.76,0.24,0.76,0.24
2018-11-01 01:43:11 UTC,69702,1156.2,332.16,60.29,10.33,4.38,1.4,4.38,1.4
2018-11-01 01:44:31 UTC,69703,1180.5,328.72,56.52,5.96,1.13,0.22,1.13,0.22
2018-11-01 01:45:51 UTC,69704,1204.2,335.62,49.4,5.44,2.33,0.53,2.33,0.53
2018-11-01 01:47:11 UTC,69705,3653.17,1051.51,127.13,9.81,3.21,1.38,3.21,1.38
2018-11-01 01:48:31 UTC,69706,7239.6,2027.91,225.33,14.98,3.78,1.6,3.78,1.6
2018-11-01 01:49:51 UTC,69707,5792.6,1622.2,168.8,10.53,3.04,2.27,3.04,2.27
2018-11-01 01:51:11 UTC,69708,3774.07,1040.43,100.95,5.41,2.02,0.95,2.02,0.95
2018-11-01 01:52:31 UTC,69709,2807.53,780.18,90,9.11,4.04,1.71,4.04,1.71
2018-11-01 01:53:51 UTC,69710,2214,604.11,70.32,5,2.11,0.23,2.11,0.23
2018-11-01 01:55:11 UTC,69711,1834.7,518.14,65.8,4.75,2.55,1.3,2.55,1.3
2018-11-01 01:56:31 UTC,69712,1766,495.48,70.02,1.87,0.5,1.3,0.5,1.3
2018-11-01 01:57:51 UTC,69713,1542.07,435.53,61.35,2.77,0.47,0.23,0.47,0.23
2018-11-01 01:59:11 UTC,69714,1507.17,431.52,58.93,4.8,0.67,0.41,0.67,0.41
2018-11-01 02:00:31 UTC,69715,1611.73,457.78,61,6.29,2.11,0.62,2.11,0.62
2018-11-01 02:01:51 UTC,69716,1428.4,391.89,53,2.53,0.84,0.27,0.84,0.27
2018-11-01 02:03:59 UTC,69717,1247.66,354.91,45.43,3.61,1.57,0.27,1.57,0.27
2018-11-01 02:05:19 UTC,69718,1479.33,417.41,62.43,7.13,1.63,1.02,1.63,1.02
2018-11-01 02:06:39 UTC,69719,1614.27,455.38,68.16,3.64,1.38,0.76,1.38,0.76
2018-11-01 02:07:59 UTC,69720,1885.28,534.6,82.81,5.34,1.45,0.26,1.45,0.26
2018-11-01 02:09:19 UTC,69721,2081.39,606.66,86.41,4.43,2.34,0.57,2.34,0.57
2018-11-01 02:10:39 UTC,69722,2114.88,595.23,84.06,7.35,2.15,0.52,2.15,0.52
2018-11-01 02:11:59 UTC,69723,2047.5,576.25,81.68,9.57,2.89,1.32,2.89,1.32
2018-11-01 02:13:19 UTC,69724,2048.55,571.15,82.66,4.89,1.28,1.32,1.28,1.32
2018-11-01 02:14:39 UTC,69725,2024.86,573.93,81.27,5.3,2.93,0.39,2.93,0.39
2018-11-01 02:15:59 UTC,69726,2056.04,574.89,84.3,4.41,2.54,1.02,2.54,1.02
2018-11-01 02:17:19 UTC,69727,1890,531.89,72.47,7.04,1.76,0.87,1.76,0.87
2018-11-01 02:18:39 UTC,69728,2267.07,635.96,92.56,11.47,2.64,1.04,2.64,1.04
2018-11-01 02:19:59 UTC,69729,3131.8,905.63,172.67,24.74,9.17,2.7,9.17,2.7
2018-11-01 02:21:19 UTC,69730,3139.13,918.69,215.47,27.07,8.29,1.27,8.29,1.27
2018-11-01 02:22:39 UTC,69731,2640.48,756.73,158.11,19.09,3.3,0.64,3.3,0.64
2018-11-01 02:23:59 UTC,69732,2476.83,703.93,148.33,17.3,4.91,1.93,4.91,1.93
2018-11-01 02:25:19 UTC,69733,2276.93,649.7,118.14,10.57,4.91,1.84,4.91,1.84
2018-11-01 02:26:39 UTC,69734,2358.78,680.43,117.26,13.22,4.35,1.8,4.35,1.8
2018-11-01 02:27:59 UTC,69735,2323.07,661.13,115.53,10.82,4.4,1.53,4.4,1.53
2018-11-01 02:29:19 UTC,69736,2393.52,676.55,117.82,13.77,4.02,1.68,4.02,1.68
2018-11-01 02:30:39 UTC,69737,2554.25,715.56,106.96,7.5,1.67,0.48,1.67,0.48
2018-11-01 02:31:59 UTC,69738,3190.02,890.45,145.57,11.75,2.23,0.57,2.23,0.57
2018-11-01 02:33:19 UTC,69739,3637.23,1029.98,140.27,10.05,2.82,0.95,2.82,0.95
2018-11-01 02:34:39 UTC,69740,4470.49,1268.51,175.81,13.53,3.65,0.53,3.65,0.53
2018-11-01 02:35:59 UTC,69741,4551,1293.13,153.07,9.91,4.04,1.78,4.04,1.78
2018-11-01 02:38:36 UTC,69742,4264.53,1206.13,140.6,8.87,3.42,1.36,3.42,1.36
2018-11-01 02:39:56 UTC,69743,5408.19,1528.5,201.42,11.02,4.08,1.5,4.08,1.5
2018-11-01 02:41:16 UTC,69744,9025.88,2564.81,304.35,16.58,2.51,0.95,2.51,0.95
2018-11-01 02:42:36 UTC,69745,11175.61,3183.27,410.75,19.89,5.8,1.48,5.8,1.48
2018-11-01 02:43:56 UTC,69746,9682.85,2762.09,395.85,25.15,5.4,1.47,5.4,1.47
2018-11-01 02:45:16 UTC,69747,8410.5,2413.16,357.98,25.02,4.43,0.98,4.43,0.98
2018-11-01 02:46:36 UTC,69748,8595.95,2464.68,362.84,24.09,5.27,1.14,5.27,1.14
2018-11-01 02:47:56 UTC,69749,9644.52,2779.82,443.86,37.18,7.02,2.55,7.02,2.55
2018-11-01 02:49:16 UTC,69750,9777.93,2818.91,442.82,32.24,6.73,1.22,6.73,1.22
2018-11-01 02:50:36 UTC,69751,9040.98,2594.8,407.8,32.39,7.36,1.7,7.36,1.7
2018-11-01 02:51:56 UTC,69752,10049,2896.6,450.73,38.31,9.58,2.56,9.58,2.56
2018-11-01 02:53:16 UTC,69753,8793.14,2518.23,382.77,25,4.12,0.93,4.12,0.93
2018-11-01 02:54:36 UTC,69754,7138.13,2038.42,303.16,20.36,7.67,3.2,7.67,3.2
2018-11-01 02:55:56 UTC,69755,6475.64,1859.02,279.48,25.8,6.8,2.18,6.8,2.18
2018-11-01 02:57:16 UTC,69756,5795.45,1641.32,240.91,14.59,4.59,2.66,4.59,2.66
2018-11-01 02:58:36 UTC,69757,5141.87,1489.84,227.67,21.42,6.71,1.71,6.71,1.71
2018-11-01 02:59:56 UTC,69758,3146.02,907.91,136.26,10.76,2.02,0.28,2.02,0.28
2018-11-01 03:01:16 UTC,69759,3536.27,1009.42,155.87,12.31,4.98,1.11,4.98,1.11
2018-11-01 03:02:36 UTC,69760,4022.93,1156.24,154.98,10.39,1.72,0.24,1.72,0.24
2018-11-01 03:03:56 UTC,69761,2486.62,699.91,87.26,8.02,2.74,1.26,2.74,1.26
2018-11-01 03:05:16 UTC,69762,2425.6,690.33,105.07,8.56,2.58,1.04,2.58,1.04
2018-11-01 03:06:36 UTC,69763,2769.19,776.98,115.6,8.02,2.09,1.15,2.09,1.15
2018-11-01 03:07:56 UTC,69764,2071.3,592.64,78.86,5.41,1,0.75,1,0.75
2018-11-01 03:09:16 UTC,69765,2400.45,676.91,89.55,4.7,1.83,1.02,1.83,1.02
2018-11-01 03:10:36 UTC,69766,2443.57,684.48,79.73,4.86,0.84,0.25,0.84,0.25
2018-11-01 03:11:56 UTC,69767,2125.85,595.51,88.66,4.43,0.91,0.32,0.91,0.32
2018-11-01 03:13:16 UTC,69768,2060.39,586.09,95.55,5.25,1.86,0.7,1.86,0.7
2018-11-01 03:14:36 UTC,69769,2479.75,708.33,103.79,7.08,0.83,0.83,0.83,0.83
2018-11-01 03:15:56 UTC,69770,2482.87,707.67,119.6,11.51,3.44,1.31,3.44,1.31
2018-11-01 03:17:16 UTC,69771,2543.6,720.16,94.29,7.36,2.73,1.04,2.73,1.04
2018-11-01 03:18:36 UTC,69772,2422.47,689.78,101.69,6.84,1.24,0.27,1.24,0.27
2018-11-01 03:19:56 UTC,69773,2105.87,597.78,96.44,7.58,1.44,0.49,1.44,0.49
2018-11-01 03:21:16 UTC,69774,1784.23,493.28,61.98,3.43,1.19,0.19,1.19,0.19
2018-11-01 03:22:36 UTC,69775,1713.75,489.41,58.84,4.09,1.93,0.19,1.93,0.19
2018-11-01 03:23:56 UTC,69776,1984.43,555.65,74.04,4.22,0.59,0.19,0.59,0.19
2018-11-01 03:25:16 UTC,69777,2215.73,628.49,85.29,5.93,1.73,0.36,1.73,0.36
2018-11-01 03:26:36 UTC,69778,2415.2,669.98,96.83,5.91,3.15,1.89,3.15,1.89
2018-11-01 03:27:56 UTC,69779,2493.07,704.87,87.72,6.04,1.13,0.15,1.13,0.15
2018-11-01 03:29:16 UTC,69780,2426.73,685.67,87.16,6.58,2.4,0.24,2.4,0.24
2018-11-01 03:30:36 UTC,69781,2298.67,659.64,83.93,3.42,1.2,0.4,1.2,0.4
2018-11-01 03:31:56 UTC,69782,2015.07,555.76,68.98,5.78,1.8,0.4,1.8,0.4
2018-11-01 03:33:16 UTC,69783,1939.47,547.09,70.02,6.11,1.13,0.24,1.13,0.24
2018-11-01 03:34:36 UTC,69784,1966.87,550.22,76.56,6.13,1.42,0.6,1.42,0.6
2018-11-01 03:35:56 UTC,69785,1868.07,536.07,70.29,7.22,1.56,0.78,1.56,0.78
2018-11-01 03:37:16 UTC,69786,2027.61,584.46,69.57,5.07,1.85,0.3,1.85,0.3
2018-11-01 03:38:36 UTC,69787,1840.33,529.2,61.82,9.07,2.71,1.44,2.71,1.44
2018-11-01 03:39:56 UTC,69788,2069.52,582.77,106.25,10.86,3.3,0.55,3.3,0.55
2018-11-01 03:41:16 UTC,69789,1895.41,522.26,73.17,3.22,0.63,0.17,0.63,0.17
2018-11-01 03:42:36 UTC,69790,1806,507.2,67.8,6.93,3.32,1.52,3.32,1.52
2018-11-01 03:43:56 UTC,69791,1810.15,502.17,67.57,5.06,0.89,0.15,0.89,0.15
2018-11-01 03:45:16 UTC,69792,1823.48,519.37,83.11,6.61,0.93,0.65,0.93,0.65
2018-11-01 03:46:36 UTC,69793,1795.24,497.5,62.96,5.43,1.78,0.63,1.78,0.63
2018-11-01 03:47:56 UTC,69794,1818.4,520.22,63.91,6.73,3.84,0.71,3.84,0.71
2018-11-01 03:49:16 UTC,69795,1671.47,471.22,59.51,7.53,2.6,0.71,2.6,0.71
2018-11-01 03:50:36 UTC,69796,1615.93,461.98,66.89,4.91,1.56,0.73,1.56,0.73
2018-11-01 03:51:56 UTC,69797,1681.89,475.87,66.76,3.54,0.96,0.26,0.96,0.26
2018-11-01 03:53:16 UTC,69798,1988.67,563.59,104.17,14.28,4.43,0.61,4.43,0.61
2018-11-01 03:54:36 UTC,69799,1939.05,551.33,93.3,8.81,3.44,0.67,3.44,0.67
2018-11-01 03:55:56 UTC,69800,2489.67,738.02,186.04,25.3,8.54,1.24,8.54,1.24
2018-11-01 03:57:16 UTC,69801,2001.8,577.33,114.2,13.33,5.38,1.44,5.38,1.44
2018-11-01 03:58:36 UTC,69802,1773.59,497.24,89.3,5.48,2.83,0.28,2.83,0.28
2018-11-01 03:59:56 UTC,69803,1757.13,496.98,88,8,3.49,0.53,3.49,0.53
2018-11-01 04:01:16 UTC,69804,1588.77,447.07,62.98,6.93,1.59,0.41,1.59,0.41
2018-11-01 04:02:36 UTC,69805,1636.8,458.09,68.73,6.71,1.87,0.49,1.87,0.49
2018-11-01 04:03:56 UTC,69806,1573.24,451.41,65.65,5.37,1.04,0.65,1.04,0.65
2018-11-01 04:05:16 UTC,69807,1598.8,455.91,66.36,5.96,2.4,0.09,2.4,0.09
2018-11-01 04:06:36 UTC,69808,1567.7,447.2,62.33,7.39,2.72,1.3,2.72,1.3
2018-11-01 04:07:56 UTC,69809,1720,488.8,81.11,7.36,2.78,0.47,2.78,0.47
2018-11-01 04:09:16 UTC,69810,1553.54,434.5,67.65,3.96,1.13,0.43,1.13,0.43
2018-11-01 04:10:36 UTC,69811,1489.23,405.7,61.36,6.02,2,0.77,2,0.77
2018-11-01 04:11:56 UTC,69812,1487.28,411.3,53.65,4.67,0.8,0.26,0.8,0.26
2018-11-01 04:13:16 UTC,69813,1397.6,394.16,63.93,4.58,2.33,0.71,2.33,0.71
2018-11-01 04:14:36 UTC,69814,1414.37,388.93,51.39,6.3,2.74,1.41,2.74,1.41
2018-11-01 04:15:56 UTC,69815,1517.87,435.37,63.22,6.07,2.78,0.65,2.78,0.65
2018-11-01 04:17:16 UTC,69816,1412.8,407.02,59.15,4.5,0.61,0.11,0.61,0.11
2018-11-01 04:18:36 UTC,69817,1433.33,394.31,51.27,4.02,1.73,1.04,1.73,1.04
2018-11-01 04:19:56 UTC,69818,1394.2,382.87,48.49,4.58,1.42,0.62,1.42,0.62
2018-11-01 04:21:16 UTC,69819,1471.27,407.38,60.84,5.62,2.73,0.29,2.73,0.29
2018-11-01 04:22:36 UTC,69820,1374.34,392.91,54.95,6.45,2.75,1.07,2.75,1.07
2018-11-01 04:23:57 UTC,69821,1365.93,388.71,63.47,2.64,0.84,0.64,0.84,0.64
2018-11-01 04:25:16 UTC,69822,1512.13,426,56.96,5.09,1.31,0.67,1.31,0.67
2018-11-01 04:26:36 UTC,69823,1495.17,413.02,55.48,3.02,1.85,0.39,1.85,0.39
2018-11-01 04:27:56 UTC,69824,1466.13,417.53,53.8,6.47,1.31,0.44,1.31,0.44
2018-11-01 04:29:16 UTC,69825,1491,416.96,67.09,6.3,2.46,0.89,2.46,0.89
2018-11-01 04:30:36 UTC,69826,1470.8,407.58,57.67,5.27,1.91,1.47,1.91,1.47
2018-11-01 04:31:56 UTC,69827,1370.02,382.91,57.96,3.37,1.04,1.47,1.04,1.47
2018-11-01 04:33:16 UTC,69828,1331.07,382,58,6.42,2.2,1.4,2.2,1.4
2018-11-01 04:34:36 UTC,69829,1402.63,399.52,54.2,4.39,0.76,1.4,0.76,1.4
2018-11-01 04:35:56 UTC,69830,1370.73,401.24,70.73,5.93,0.64,1.4,0.64,1.4
2018-11-01 04:37:16 UTC,69831,1440.59,419.35,62.41,5.87,1,0.61,1,0.61
2018-11-01 04:38:36 UTC,69832,1288.6,356.82,51.76,2.51,0.33,0.33,0.33,0.33
2018-11-01 04:39:56 UTC,69833,1363.11,388.91,59.24,3.52,2.07,0.67,2.07,0.67
2018-11-01 04:41:16 UTC,69834,1380.13,388.04,45.2,4.22,2.71,0.67,2.71,0.67
2018-11-01 04:42:37 UTC,69835,1409.28,400.33,63.41,8.28,3.35,1.35,3.35,1.35
2018-11-01 04:43:56 UTC,69836,1615.84,460.89,59.02,4.45,0.52,1.35,0.52,1.35
2018-11-01 04:45:16 UTC,69837,1529.02,427.13,55.24,4.72,0.89,0.39,0.89,0.39
2018-11-01 04:46:36 UTC,69838,1599.87,454.36,58.67,7.62,3.44,0.91,3.44,0.91
2018-11-01 04:47:56 UTC,69839,1423.89,378.85,53.65,6.8,2.04,0.41,2.04,0.41
2018-11-01 04:49:16 UTC,69840,1572.4,441.71,62.84,8.16,2.02,1.16,2.02,1.16
2018-11-01 04:50:36 UTC,69841,1435.37,397,53.22,4.41,1.8,0.35,1.8,0.35
2018-11-01 04:51:56 UTC,69842,1471.8,417.04,54.16,4.84,1.31,0.35,1.31,0.35
2018-11-01 04:53:16 UTC,69843,1490.62,421.15,57.47,4.34,2.32,0.96,2.32,0.96
2018-11-01 04:54:36 UTC,69844,1505.07,425.29,59.71,7.71,2.78,0.6,2.78,0.6
2018-11-01 04:55:56 UTC,69845,1775.35,494.72,75.33,5.5,2.43,0.52,2.43,0.52
2018-11-01 04:57:16 UTC,69846,1912.8,548.16,78.76,6.11,1.2,0.24,1.2,0.24
2018-11-01 04:58:36 UTC,69847,1518.73,427.53,78.47,5.42,2.29,0.24,2.29,0.24
2018-11-01 04:59:56 UTC,69848,1629.83,464.64,79.51,6.68,1.66,0.38,1.66,0.38
2018-11-01 05:01:16 UTC,69849,1608.89,453.18,69.41,6.05,2.07,1.25,2.07,1.25
2018-11-01 05:02:36 UTC,69850,1491.38,421.48,66.77,4.29,2.6,1.96,2.6,1.96
2018-11-01 05:03:56 UTC,69851,1510.43,428.45,70.11,5.32,1.48,1.02,1.48,1.02
2018-11-01 05:05:16 UTC,69852,1520.74,428.65,66,8.3,2.76,0.7,2.76,0.7
2018-11-01 05:06:36 UTC,69853,1466.62,416.6,60.43,5.19,2.19,0.34,2.19,0.34
2018-11-01 05:07:56 UTC,69854,1897.53,543.6,85.27,7.2,0.82,0.27,0.82,0.27
2018-11-01 05:09:16 UTC,69855,2013.78,570.43,90.78,7.04,2.54,0.33,2.54,0.33
2018-11-01 05:10:36 UTC,69856,1733.07,506.58,79,4.38,1.69,0.89,1.69,0.89
2018-11-01 05:11:56 UTC,69857,1625.49,460.79,82.43,6.79,1.83,0.57,1.83,0.57
2018-11-01 05:13:16 UTC,69858,1552.13,440.91,65.71,6.18,1.58,0.29,1.58,0.29
2018-11-01 05:14:36 UTC,69859,1999.57,588.22,110.2,10.26,2.96,1.07,2.96,1.07
2018-11-01 05:15:56 UTC,69860,1750.5,501.84,83.59,9.43,2.09,0.25,2.09,0.25
2018-11-01 05:17:16 UTC,69861,1583.02,450.91,74.39,8,2.54,0.98,2.54,0.98
2018-11-01 05:18:36 UTC,69862,1729.2,496.6,83.87,9.56,2.33,0.29,2.33,0.29
2018-11-01 05:19:56 UTC,69863,1768.11,501.59,78.13,10.43,1.76,0.26,1.76,0.26
2018-11-01 05:21:16 UTC,69864,1538,433.36,64.49,8.09,3.07,0.78,3.07,0.78
2018-11-01 05:22:36 UTC,69865,1561.47,438.42,78.27,6.47,4.47,1.6,4.47,1.6
2018-11-01 05:23:56 UTC,69866,1698.87,488.8,82.04,9.16,4.38,1.8,4.38,1.8
2018-11-01 05:25:16 UTC,69867,1683.07,488.51,82.71,7.42,2.24,0.82,2.24,0.82
2018-11-01 05:26:36 UTC,69868,1572.73,449.87,81.16,11.44,2.91,0.93,2.91,0.93
2018-11-01 05:27:56 UTC,69869,1418.4,399.98,51.69,3.6,0.64,0.93,0.64,0.93
2018-11-01 05:29:16 UTC,69870,1414.2,398.84,64.82,6.91,1.42,0.53,1.42,0.53
2018-11-01 05:30:36 UTC,69871,1495.77,420.14,63.84,7.2,1.73,0.59,1.73,0.59
2018-11-01 05:31:56 UTC,69872,1476.13,426.74,66.02,6.54,2.22,1.33,2.22,1.33
2018-11-01 05:33:16 UTC,69873,1606.7,451.55,52.93,3.57,1.39,0.09,1.39,0.09
2018-11-01 05:34:36 UTC,69874,1646.43,469.68,60.47,2.77,0.43,0.38,0.43,0.38
2018-11-01 05:35:56 UTC,69875,1772.93,502.8,74.5,9.11,2.52,0.67,2.52,0.67
2018-11-01 05:37:16 UTC,69876,1712.13,502.64,85.62,9.31,4.44,0.73,4.44,0.73
2018-11-01 05:38:36 UTC,69877,1978.2,559.98,79.09,9.62,3.38,0.93,3.38,0.93
2018-11-01 05:39:56 UTC,69878,1797.67,519.22,80.78,6.6,2.36,0.27,2.36,0.27
2018-11-01 05:41:16 UTC,69879,1705.6,470.2,72.84,2.8,1.87,0.64,1.87,0.64
2018-11-01 05:42:36 UTC,69880,1630.13,452.91,64.76,4.87,1.31,0.13,1.31,0.13
2018-11-01 05:43:56 UTC,69881,1800.26,512.98,68.3,6.89,2.07,0.26,2.07,0.26
2018-11-01 05:45:16 UTC,69882,1934.43,541.77,79.66,8.53,3.02,0.85,3.02,0.85
2018-11-01 05:46:36 UTC,69883,1777.27,493.69,71.73,3.2,1.53,0.98,1.53,0.98
2018-11-01 05:47:56 UTC,69884,1780.91,515.04,75.89,5.7,1.7,0.26,1.7,0.26
2018-11-01 05:49:16 UTC,69885,1946.8,554.89,99.23,11.45,3.57,0.25,3.57,0.25
2018-11-01 05:50:36 UTC,69886,1810.16,506.09,72.09,7.2,2.61,1.14,2.61,1.14
2018-11-01 05:51:56 UTC,69887,1655.67,474.47,66.76,6.82,1.31,0.16,1.31,0.16
2018-11-01 05:53:16 UTC,69888,1544.2,428.04,63.78,6.89,2.64,0.82,2.64,0.82
